Atomic Number			Relative Atomic Mass	Isotopic Composition	Attributes
70			173.9388581	31.83
70			175.942568	12.76
71			174.9407679	97.41
71			175.9426824	2.59
72			173.94004	0.16
72			175.9414018	5.26
72			176.94322	18.6
72			177.9436977	27.28
72			178.9436977	13.62
72			179.9465488	35.08
73			179.947466	0.012
73			180.947996	99.988
74			179.946706	0.12
74			181.948206	26.5
74			182.9502245	14.31
74			183.9509326	30.64
74			185.954362	28.43
75			184.9529557	37.4
75			186.9557508	62.6
76			183.952491	0.02
76			185.953838	1.59
76			186.9557479	1.96
76			187.955836	13.24
76			188.9581449	16.15
76			189.958445	26.26
76			191.961479	40.78
77			190.960591	37.3
77			192.962924	62.7
78			189.95993	0.014
78			191.961035	0.782
78			193.962664	32.967
78			194.964774	33.832
78			195.964935	25.242
78			197.967876	7.163
79			196.966552	100
80			195.965815	0.15
80			197.966752	9.97
80			198.968262	16.87
80			199.968309	23.1
80			200.970285	13.18
80			201.970626	29.86
80			203.973476	6.87
81			202.972329	29.524
81			204.974412	70.476
82			203.973029	1.4
82			205.974449	24.1
82			206.975881	22.1
82			207.976636	52.4
83			208.980383	100
84			208.982416	0
84			209.982857	0
85			209.987131	0
85			210.987481	0
86			210.990585	0
86			220.0113841	0
86			222.0175705	0
87			223.0197307	0
88			223.018497	0
88			224.020202	0
88			226.0254026	0
88			228.0310641	0
89			227.027747	0
90			230.0331266	0
90			232.0380504	100
91			231.0358789	100
92			233.039628	0
92			234.0409456	0.0055
92			235.0439231	0.72
92			236.0455619	0
92			238.0507826	99.2745
93			237.0481673	0
93			239.0529314	0
94			238.0495534	0
94			239.0521565	0
94			240.0538075	0
94			241.0568453	0
94			242.0587368	0
94			244.064198	0
95			241.0568229	0
95			243.0613727	0
96			243.0613822	0
96			244.0627463	0
96			245.0654856	0
96			246.0672176	0
96			247.070347	0
96			248.072342	0
97			247.070299	0
97			249.07498	0
98			249.074847	0
98			250.0764	0
98			251.07958	0
98			252.08162	0
99			252.08297	0
100			257.095099	0
101			256.09405	0
101			258.098425	0
102			259.10102	0
103			262.10969	0
104			261.10875	0
105			262.11415	0
106			266.12193	0
107			264.12473	0
108			277	0
109			268.13882	0
110			281	0
111			272.15348	0
112			285	0
113			284	0
114			289	0
115			288	0
116			292	0
117			291	0
118			294	0
119			297	0
